,Absolute path,label
54,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0054.jpg,0
55,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0055.jpg,0
56,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0056.jpg,0
57,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0057.jpg,0
58,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0058.jpg,0
59,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0059.jpg,0
60,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0060.jpg,0
61,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0061.jpg,0
62,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0062.jpg,0
63,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0063.jpg,0
64,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0064.jpg,0
65,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0065.jpg,0
66,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0066.jpg,0
67,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0067.jpg,0
68,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0068.jpg,0
69,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0069.jpg,0
70,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0070.jpg,0
71,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0071.jpg,0
72,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0072.jpg,0
73,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0073.jpg,0
74,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0074.jpg,0
75,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0075.jpg,0
76,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0076.jpg,0
77,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0077.jpg,0
78,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0078.jpg,0
79,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0079.jpg,0
80,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0080.jpg,0
81,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0081.jpg,0
82,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0082.jpg,0
83,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0083.jpg,0
84,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0084.jpg,0
85,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0085.jpg,0
86,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0086.jpg,0
87,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0087.jpg,0
88,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0088.jpg,0
89,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0089.jpg,0
90,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0090.jpg,0
91,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0091.jpg,0
92,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0092.jpg,0
93,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0093.jpg,0
94,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0094.jpg,0
95,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0095.jpg,0
96,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0096.jpg,0
97,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0097.jpg,0
98,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0098.jpg,0
99,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0099.jpg,0
100,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0100.jpg,0
101,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0101.jpg,0
102,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0102.jpg,0
103,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0103.jpg,0
104,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0104.jpg,0
105,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0105.jpg,0
106,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0106.jpg,0
107,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0107.jpg,0
108,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0108.jpg,0
109,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0109.jpg,0
110,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0110.jpg,0
111,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0111.jpg,0
112,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0112.jpg,0
113,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0113.jpg,0
114,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0114.jpg,0
115,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0115.jpg,0
116,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0116.jpg,0
117,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0117.jpg,0
118,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0118.jpg,0
119,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0119.jpg,0
120,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0120.jpg,0
121,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0121.jpg,0
122,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0122.jpg,0
123,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0123.jpg,0
124,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0124.jpg,0
125,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0125.jpg,0
126,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0126.jpg,0
127,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0127.jpg,0
128,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0128.jpg,0
129,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0129.jpg,0
130,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0130.jpg,0
131,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0131.jpg,0
132,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0132.jpg,0
133,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0133.jpg,0
134,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0134.jpg,0
135,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0135.jpg,0
136,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0136.jpg,0
137,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0137.jpg,0
138,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0138.jpg,0
139,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0139.jpg,0
140,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0140.jpg,0
141,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0141.jpg,0
142,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0142.jpg,0
143,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0143.jpg,0
144,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0144.jpg,0
145,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0145.jpg,0
146,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0146.jpg,0
147,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0147.jpg,0
148,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0148.jpg,0
149,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0149.jpg,0
150,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0150.jpg,0
151,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0151.jpg,0
152,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0152.jpg,0
153,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0153.jpg,0
154,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0154.jpg,0
155,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0155.jpg,0
156,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0156.jpg,0
157,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0157.jpg,0
158,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0158.jpg,0
159,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0159.jpg,0
160,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0160.jpg,0
161,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0161.jpg,0
162,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0162.jpg,0
163,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0163.jpg,0
164,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0164.jpg,0
165,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0165.jpg,0
166,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0166.jpg,0
167,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0167.jpg,0
168,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0168.jpg,0
169,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0169.jpg,0
170,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0170.jpg,0
171,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0171.jpg,0
172,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0172.jpg,0
173,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0173.jpg,0
174,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0174.jpg,0
175,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0175.jpg,0
176,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0176.jpg,0
177,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0177.jpg,0
178,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0178.jpg,0
179,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0179.jpg,0
180,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0180.jpg,0
181,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0181.jpg,0
182,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0182.jpg,0
183,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0183.jpg,0
184,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0184.jpg,0
185,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0185.jpg,0
186,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0186.jpg,0
187,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0187.jpg,0
188,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0188.jpg,0
189,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0189.jpg,0
190,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0190.jpg,0
191,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0191.jpg,0
192,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0192.jpg,0
193,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0193.jpg,0
194,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0194.jpg,0
195,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0195.jpg,0
196,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0196.jpg,0
197,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0197.jpg,0
198,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0198.jpg,0
199,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0199.jpg,0
200,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0200.jpg,0
201,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0201.jpg,0
202,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0202.jpg,0
203,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0203.jpg,0
204,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0204.jpg,0
205,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0205.jpg,0
206,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0206.jpg,0
207,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0207.jpg,0
208,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0208.jpg,0
209,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0209.jpg,0
210,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0210.jpg,0
211,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0211.jpg,0
212,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0212.jpg,0
213,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0213.jpg,0
214,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0214.jpg,0
215,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0215.jpg,0
216,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0216.jpg,0
217,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0217.jpg,0
218,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0218.jpg,0
219,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0219.jpg,0
220,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0220.jpg,0
221,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0221.jpg,0
222,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0222.jpg,0
223,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0223.jpg,0
224,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0224.jpg,0
225,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0225.jpg,0
226,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0226.jpg,0
227,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0227.jpg,0
228,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0228.jpg,0
229,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0229.jpg,0
230,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0230.jpg,0
231,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0231.jpg,0
232,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0232.jpg,0
233,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0233.jpg,0
234,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0234.jpg,0
235,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0235.jpg,0
236,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0236.jpg,0
237,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0237.jpg,0
238,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0238.jpg,0
239,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0239.jpg,0
240,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0240.jpg,0
241,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0241.jpg,0
242,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0242.jpg,0
243,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0243.jpg,0
244,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0244.jpg,0
245,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0245.jpg,0
246,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0246.jpg,0
247,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0247.jpg,0
248,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0248.jpg,0
249,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0249.jpg,0
250,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0250.jpg,0
251,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0251.jpg,0
252,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0252.jpg,0
253,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0253.jpg,0
254,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0254.jpg,0
255,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0255.jpg,0
256,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0256.jpg,0
257,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0257.jpg,0
258,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0258.jpg,0
259,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0259.jpg,0
260,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0260.jpg,0
261,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0261.jpg,0
262,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0262.jpg,0
263,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0263.jpg,0
264,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0264.jpg,0
265,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0265.jpg,0
266,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0266.jpg,0
267,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0267.jpg,0
268,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0268.jpg,0
269,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0269.jpg,0
270,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0270.jpg,0
271,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0271.jpg,0
272,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0272.jpg,0
273,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0273.jpg,0
274,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0274.jpg,0
275,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0275.jpg,0
276,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0276.jpg,0
277,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0277.jpg,0
278,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0278.jpg,0
279,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0279.jpg,0
280,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0280.jpg,0
281,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0281.jpg,0
282,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0282.jpg,0
283,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0283.jpg,0
284,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0284.jpg,0
285,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0285.jpg,0
286,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0286.jpg,0
287,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0287.jpg,0
288,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0288.jpg,0
289,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0289.jpg,0
290,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0290.jpg,0
291,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0291.jpg,0
292,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0292.jpg,0
293,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0293.jpg,0
294,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0294.jpg,0
295,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0295.jpg,0
296,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0296.jpg,0
297,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0297.jpg,0
298,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0298.jpg,0
299,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0299.jpg,0
300,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0300.jpg,0
301,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0301.jpg,0
302,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0302.jpg,0
303,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0303.jpg,0
304,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0304.jpg,0
305,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0305.jpg,0
306,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0306.jpg,0
307,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0307.jpg,0
308,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0308.jpg,0
309,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0309.jpg,0
310,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0310.jpg,0
311,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0311.jpg,0
312,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0312.jpg,0
313,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0313.jpg,0
314,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0314.jpg,0
315,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0315.jpg,0
316,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0316.jpg,0
317,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0317.jpg,0
318,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0318.jpg,0
319,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0319.jpg,0
320,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0320.jpg,0
321,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0321.jpg,0
322,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0322.jpg,0
323,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0323.jpg,0
324,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0324.jpg,0
325,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0325.jpg,0
326,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0326.jpg,0
327,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0327.jpg,0
328,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0328.jpg,0
329,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0329.jpg,0
330,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0330.jpg,0
331,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0331.jpg,0
332,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0332.jpg,0
333,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0333.jpg,0
334,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0334.jpg,0
335,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0335.jpg,0
336,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0336.jpg,0
337,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0337.jpg,0
338,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0338.jpg,0
339,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0339.jpg,0
340,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0340.jpg,0
341,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0341.jpg,0
342,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0342.jpg,0
343,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0343.jpg,0
344,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0344.jpg,0
345,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0345.jpg,0
346,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0346.jpg,0
347,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0347.jpg,0
348,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0348.jpg,0
